source,url,title,price,period,property_type,bedrooms,bathrooms,toilets,property_address,size_sqm,furnishing,condition,amenities,description
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/d-line/3101011-private-officecoworking-space,Private Office/coworking Space,165000.0,per month,Office Space,,,3.0,"21 Bekwere Wosu Street, D-line, Port Harcourt, Rivers",,Furnished,,,"A flexible alternative to traditional office rental, our Private Office means you can grab a desk in our WorkHub whenever suits you, without having to pay eye-watering monthly rents -- perfect for small businesses, start-ups, and freelancers looking for a professional workspace.
With our Private Office space, you'll enjoy high-speed internet, access to printing and scanning equipment, and complimentary refreshments to keep you fueled and focused throughout the day. Our friendly and experienced staff are always on hand to assist you.
Perfect for small businesses, start-ups, and freelancers looking for a professional workspace."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/d-line/3101099-premium-office,Premium Office,264000.0,per month,Office Space,,,1.0,"21, Bekwere Wosu Street, D-line, Port Harcourt, Rivers",,Furnished,,,"The Premium Office furnished with ""best-in-class"" amenities is the best way to take your side-hustle or new start-up to a totally new level. Settle into your new HQ. Our Premium Office is a popular choice for start-ups, small agencies and freelancers keen to commit to a dedicated space.
Our Premium Office provides you with a modern, fully furnished workspace that is equipped with everything you need to work efficiently and productively. With high-speed internet, phone lines, printing and scanning equipment, and other essential office amenities, you can focus on your work without any distractions.
Our flexible pricing options mean you only pay for the workspace you need."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rumuogba/2274407-a-beautiful-two-bedroom-flat-within-a-lovely-estate,A Beautiful Two Bedroom Flat Within A Lovely Estate,2800000.0,per annum,Flat / Apartment,2.0,2.0,3.0,"New Haven Estate Ogbonda Layout, Rumuogba, Port Harcourt, Rivers",,,,,"The subject property is a well built two bedroom flat; it's located within a Lovely Estate, a gated Estate with good security services and adequate power supply ( federal line). Come and pay and move in immediately."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/old-gra/3189414-6-units-of-4-bedroom-duplex-that-can-accommodate-50-to-70-workers,6 Units Of 4 Bedroom Duplex That Can Accommodate 50 To 70 Workers,60000000.0,per annum,Semi-detached Duplex,4.0,5.0,5.0,"Old GRA, Port Harcourt, Rivers",,,,,"Brand New 6 Units Of 4 Bedroom Duplex For Rent Exclusively For Company Use In Old GRA, Portharcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Secure & Calm Environment
- Band A Electricity
- Can Accommodate 50 To 70 Workers
- Adequate Parking Space
- Security House
- Spacious Living Room & Dinning Area
- Kitchen With Cabinets
- Spacious Bedrooms All Ensuite
- Guest Toilet
- Solar Powered Streetlights
- Good Drainage System
𝗣𝗥𝗜𝗖𝗘
Rent - ₦10Million Per Unit x 6
Agency Fee - 10%
Legal Fee - 10%
Caution Deposit - ₦1Million Per Unit
Total Package - ₦78Million
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3189333-brand-new-2-bedroom-flat-in-a-secure-estate,Brand New 2 Bedroom Flat In A Secure Estate,2500000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Shell Cooperative Estate, Eneka, Port Harcourt, Rivers",,,,,"Brand New 2 Bedroom Flat For Rent In Shell Cooperative Estate, Eneka Link Road, Portharcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Safe Estate
- Secure & Calm Environment
- Band A Electricity
- 4 Tenants Only
- Adequate Parking Space
- Spacious Living Room & Dinning Area
- Kitchen With Cabinets
- Spacious Bedrooms All Ensuite
- Guest Toilet
- Solar Powered Streetlights
- Good Drainage System
𝗣𝗥𝗜𝗖𝗘
Rent - ₦2.5Million x 2 Years
Agency Fee - 10%
Legal Fee - 10%
Caution Deposit - ₦500,000
Total Package - ₦6,500,000
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Your Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3248501-standard-1-bedroom-apartment,Standard 1 Bedroom Apartment,1300000000.0,per annum,Flat / Apartment,1.0,1.0,2.0,"Eneka, Port Harcourt, Rivers",465.0,,,,"Standard Pop Virgin one bedroom available for rent in Eneka by Unity Estate
Rent 1.3m
Caution 250k
Legal 150k
Agent 260k
Security per year 102k
Total 2m 62k
Call me for inspection: 0806 383 9405"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/eneka/3107476-american-standard-2-bedroom-terraced-duplex,American Standard 2 Bedroom Terraced Duplex,3500000.0,per annum,Terraced Duplex,2.0,3.0,3.0,"Shell Cooperative Estate Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers",528.0,,,,"This modern 2-bedroom terrace duplex offers a perfect blend of comfort and style.
Nestled within a secure, gated estate, residents enjoy peace of mind with 24/7 security monitoring.
Discover more
Estate
Port Harcourt
Real Estate Broker
American Standard
Bathroom furniture
commercial property
Shell Cooperative
Shell Cooperative Estates
A Room Self Contain
Self contain
The duplex features a spacious design, with an open-plan living area that seamlessly connects to a contemporary kitchen, ideal for entertaining.
Large windows allow natural light to flood the space, creating a warm and inviting atmosphere.
Both bedrooms are well-appointed, with ample storage and en-suite bathrooms for convenience.
The estate boasts beautifully landscaped communal areas, ensuring a serene environment for relaxation. Access is easy via well-maintained, tarred roads, promoting a smooth commute both inside and outside the estate.
Enjoy constant electricity supply, enhancing the quality of life,  making it perfect for families or young professionals seeking a vibrant yet tranquil living experience.
Rent; ₦3.5m
Location.. shell Cooperative Estate Eneka Eliozu link Road
Contact Eduphil for inspection.. 0803 874 3912  .. 0807 530 6696"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3128538-american-standard-virgin-2-bedroom-duplex,American Standard Virgin 2 Bedroom Duplex,3500000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Eneka Link Road, Eneka, Port Harcourt, Rivers",465.0,,,,"American Standard 2 Bedrooms Duplex in a well secured estate for rent
Federal Light
Eneka Link Road,Port Harcourt
Basic Rent: ₦3.5M
Excluding professional fees
For more details and inspection contact Eduphil ... 08038743912"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rukpakulusi/2536060-two-bedroom-serviced-apartments-with-one-room-bq,Two Bedroom Serviced Apartments With One Room Bq,5000000.0,per annum,Flat / Apartment,2.0,2.0,3.0,"New Layout Opposite Naf Harmony Estate, Rukpakulusi, Port Harcourt, Rivers",,,,,The property is a well built and finished two bedroom flat with a room service quarters; it is fully serviced with good facilities; the property is located within a gated and secured Estate with adequate power supply and high accessibility.
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3101141-virtual-office-plan,Virtual Office Plan,10000.0,per month,Office Space,,,1.0,"21 Bekwere Wosu Street, D'line, Port Harcourt, Rivers",,Furnished,,,
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/3099101-exotic-and-exquisitely-finished-4-bedroom-detached-duplex-with-bq,Exotic And Exquisitely Finished 4 Bedroom Detached Duplex With Bq,13000000.0,per annum,Detached Duplex,4.0,4.0,5.0,"Nafharmony Estate, Port Harcourt, Rivers",465.0,,,,"TO LET    : Exoric And Exquisitely furnished 4 bedroom detached duplex with B.Q   in a serene environment at nafharmony estate, G.-U ake road , Port- Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- serene environment
- Ample parking lots.
- Large kitchen with fitted kitchen cabinets
- Sizable rooms with fitted wardrobes
- All rooms ensuite
- Large windows for cross ventilation
- Durable doors covering all entrance
- Adequate security & power supply
Rent : N13m  per annum
For further inquiries/arrangements for inspection, please contact:
Stanley:08177766119Call/WhatsApp)
Edikan:08177766339 (Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com ."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/2846364-newly-built-4-bedroom-duplex,Newly Built 4 Bedroom Duplex,6500000.0,per annum,Terraced Duplex,4.0,4.0,5.0,"Sars Road, Port Harcourt, Rivers",,,,,The property is a newly built and well finished 4 Bedroom Duplex; located in a nice neighborhood.
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/rivers/port-harcourt/3154209-newly-arrived-swamp-oil-rig,Newly Arrived Swamp Oil Rig,130000000.0,per annum,Commercial Property,,,,"Port Harcourt, Rivers",,,,,"Newly Arrived SWAMP Oil Rig for lease/sale.
Capacity:     3,000hp/15,000psi Swamp Rig.
Horsepower:    3000hp.
Pressure Rating:
15000psi.
Drilling Depth:
35,000ft.
Pulling Capacity:  210000000lb.
Daily rate for lease: $85,000/$5,000USD.
Inspection fee: $10,000Usd payable after satisfactional inspection.
Upfront payment: 18 months
Price for sale:$75m USD ($72,000,000m USD)
Warm stacked/operational.
Vic"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/3193021-well-located-and-spacious-warehouse-of-4348sqm,"Well Located And Spacious Warehouse Of 4,348sqm",12000000.0,per annum,Warehouse,,6.0,6.0,"Igwuruta Road, Port Harcourt, Rivers",,,,,"TO LET: Well located and spacious ware with staff quaters , and office space . All on 9plots of land , in an accessible neighborhood at Igwuruta , Port- Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- Serene environment
- Staff quaters
- Office Spaces
- Ample Parking Space for Trucks
- Well positioned gate house
- Adequate security & power supply
Price: ₦12m ( per annum )
For further inquiries/arrangements for inspection, please contact:
Stanley:08177766119Call/WhatsApp)
Edikan:08177766339 (Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com ."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3239159-newly-built-one-1-bedroom-flats,Newly Built One (1) Bedroom Flats,1700000.0,per annum,Flat / Apartment,1.0,1.0,1.0,"Off Elikpokpodu - Obirikwerre Ring Road By Betisa Hotel, Port Harcourt, Rivers",,,,,The property is newly built One (1) bedroom flats; located within a serene neighborhood with good Proximity to the major road and adequate power supply.
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/rumuibekwe/3097058-elegant-4-bedroom-semi-detached-duplex-in-an-estate,Elegant 4 Bedroom Semi-detached Duplex In An Estate,8000000.0,per annum,Semi-detached Duplex,4.0,5.0,5.0,"Rumuibekwe, Port Harcourt, Rivers",465.0,,,,"Elegant 4 Bedroom Semi-detached Duplex Home For Rent At Rumuibekwe Estate In Port Harcourt
KEY FEATURES
- Serene & Secure Neighborhood
- Constant Electricity Supply
- Adequate Parking Space
Rent - NGN8million
Total Package - NGN10million Which Comprises Of 1 Year Rent & Professional Fees
For Inspection & Conclusion
Call Mr Kesiena Now
+2348063105936"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/woji/3035354-standard-2-bedroom-flat-with-federal-light,Standard 2 Bedroom Flat With Federal Light,2500000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Gbalajam, Woji, Port Harcourt, Rivers",565.0,,,,"Lekki Standard 2 bedroom flat with federal light..
Rent... 2.5m
Location  .. Gbarajam Woji
For inspection call Eduphil.. 0803 874 3912"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/gra-phase-2/3037845-well-located-and-spacious-4-bedroom-office-space,Well Located And Spacious 4 Bedroom Office Space,16000000.0,per annum,Office Space,,4.0,5.0,"GRA Phase 2, Port Harcourt, Rivers",600.0,,,,"TO LET   :  Well located and spacious 4bedroom detached duplex as office space in a serene environment at New Gra phase 2 ,Port- Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- Busy location
- Ample parking lots.
- Large kitchen with fitted kitchen cabinets
- Sizable rooms with fitted wardrobes
- Large windows for cross ventilation
- Durable doors covering all entrance
- Adequate security & power supply
Rent: ₦16m per annum
For further inquiries/arrangements for inspection, please contact:
Stanley:08177766119 (Call/WhatsApp)
Edikan:08177766339 (Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com ."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/3014863-brand-new-4-bedroom-duplex-with-bq-in-a-secured-estate,Brand New 4 Bedroom Duplex With Bq In A Secured Estate,15000000.0,per annum,Detached Duplex,4.0,5.0,5.0,"Reef Courts Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",,,,,"Brand New Executive Fully Detached 4 Bedrooms Duplex With BQ In The Prestigious & Highly Secure Reef Courts Estate Located At Peter Odili Road In Portharcourt
12 KEY FEATURES
- Gated Estate With Topnotch Access Control System Preventing Unwanted Visitors
- Uniform Security Guards
- 24 Hours Electricity Supply
- Prepaid Meter
- Organized Waste Disposal System
- Smooth Access Roads
- Spacious Bedrooms With Inbuilt Bathrooms & Water Heaters
- Spacious Kitchen With Heat Expeller, Cabinets & A Storeroom
- Spacious Living Room & Dinning Area
- Modern P.O.P Ceilings Throughout The House
- Adequate Parking Space
𝗠𝗿 𝗞𝗲𝘀𝗶𝗲𝗻𝗮
+𝟮𝟯𝟰𝟴𝟬𝟲𝟯𝟭𝟬𝟱𝟵𝟯𝟲
+𝟮𝟯𝟰𝟴𝟬𝟳𝟵𝟬𝟰𝟮𝟮𝟬𝟵
+𝟮𝟯𝟰𝟴𝟭𝟭𝟲𝟳𝟵𝟲𝟰𝟰𝟬"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/3087779-4-bedroom-duplex-in-a-gated-estate-with-24-hours-light,4 Bedroom Duplex In A Gated Estate With 24 Hours Light,15000000.0,per annum,Detached Duplex,4.0,5.0,5.0,"Reef Courts Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",,,,,"Executive Fully Detached 4 Bedroom Duplex Home For Rent In Reef Courts Estate At Peter Odili Road, Portharcourt
KEY FEATURES
- Prestigious Gated Estate With Top Security
- Estate Gate Access Control
- 24hrs Power Supply
- Organized Waste Disposal System
- Streetlights
- Spacious Ensuite Bedrooms With Water Heaters
- Adequate Parking Space For 3 To 4 Cars
- Spacious Kitchen With Cabinets
- P.O.P Ceilings With Spotlight
- Spacious Living & Dinning Area
- Prepaid Metre
- Smooth Access Road
Rent - NGN15million
Agency Fee - 10%
Legal Fee - 10%
Caution Deposit - NGN1million
For Inspection & Conclusion
Call Mr Kesiena Now
+2348063105936"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/d-line/3100944-executive-office,Executive Office,229000.0,per month,Office Space,,,3.0,"21, Bekwere Wosu Street, D-line, Port Harcourt, Rivers",,Furnished,,,"An executive office furnished with ""best-in-class"" amenities is the best way to take your side-hustle or new start-up to a totally new level. Settle into your new HQ. Our Executive Office is a popular choice for start-ups, small agencies and freelancers keen to commit to a dedicated space.
Our Standard Private Office provides you with a modern, fully furnished workspace that is equipped with everything you need to work efficiently and productively. With high-speed internet, phone lines, printing and scanning equipment, and other essential office amenities, you can focus on your work without any distractions.
Our flexible pricing options mean you only pay for the workspace you need."
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/rivers/port-harcourt/old-gra/3092671-4-units-of-3-bedroom-flat-for-company-use,4 Units Of 3 Bedroom Flat For Company Use,40000000.0,,Commercial Property,3.0,4.0,4.0,"Old GRA, Port Harcourt, Rivers",930.0,,,,"4 Units Of 3 Bedroom Flat With 6 Rooms BQ, Adequate Parking Space, A Security Post, Dedicated Transformer, Large Ensuite Bedrooms, Spacious Living Room, Big Kitchen With Cabinets & A Storeroom, Water Heaters, This Property Is Located At Old GRA In Portharcourt Close To The Rivers State Government House, This Environment Enjoys Heavy Security Presence, The Total Package For This Property Is NGN73million Which Encompasses 1 Year & 6 Months Rent, 10% Agency Fee, 10% Legal Fee & A Caution Deposit Of NGN1million
𝗠𝗿 𝗞𝗲𝘀𝗶𝗲𝗻𝗮
+𝟮𝟯𝟰𝟴𝟬𝟲𝟯𝟭𝟬𝟱𝟵𝟯𝟲
+𝟮𝟯𝟰𝟴𝟬𝟳𝟵𝟬𝟰𝟮𝟮𝟬𝟵
+𝟮𝟯𝟰𝟴𝟭𝟭𝟲𝟳𝟵𝟲𝟰𝟰𝟬"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3025910-american-super-standard-2-bedroom-flat-with-federal-light,American Super Standard 2 Bedroom Flat With Federal Light,3000000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Shell Cooperative Estate Eneka Link Road Off G U Akeh Road Eliozu, Eneka, Port Harcourt, Rivers",930.0,,,,"Exotic Newly built Pop Standard 2 bedroom flat with federal light. Big parlour and dining,spacious kitchen with cabinets.
* Screeded Walls
* Chandelier
* Waterheater
* Constant Power Supply of 24-hours
* In a gated estate with security post, tarred roads, street lights.
This estate uses access code before someone can visit u.
Trees and flowers are planted for natural air.
Rent.. 3m
LOCATION.. . Shell Cooperative Estate Eneka link Road
For more details and inspection call Eduphil .. 0803 874 3912  . 0807 530 6696
U can as well visit our office for all ur property needs  @
ERIC PHILIP LUXURY HOME LTD
NO.16 IKALILE ROAD ADJACENT SALVATION MINISTRIES CHURCH GOLF ESTATE ODILI ROAD TRANS AMADI PORT HARCOURT"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3018052-american-standard-2-bedroom-duplex-with-federal-light,American Standard 2 Bedroom Duplex With Federal Light,3500000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Shell Cooperative Estate, Eneka Link Road, Off G U Akeh Road, Eliozu, Eneka, Port Harcourt, Rivers",549.0,,,,"American standard virgin 2 bedroom Duplex in an interlocked compound with constant power supply.dining, spacious kitchen with cabinets and large room with quality wardrobe.
Tarred roads to the house, federal light. Line 33.
LOCATION.... Shell Cooperative estate Eneka link Road
FEATURES:
* POP ceiling
* Screeded walls
* Big rooms with quality wardrobes
* Water heaters
* Spacious kitchen
* Quality cabinets
*Ample parking space. Beautifully and expensively painted.steady power supply of at least 23 hours every day and close to the road.this house is finished with best quality and modern ameninities.
Visit our office @Eric Philip Luxury Home
No.16 Ikalile road adjacent Salvation ministries church Golf estate odili Road Trans Amadi
For more details and inspection... ... ... Call EDUPHIL ...  08038743912.. 08075306696
Eric Phillip Luxury Home"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3081312-standard-virgin-2-bedroom-flat-with-federal-light,Standard Virgin 2 Bedroom Flat With Federal Light,3500000.0,per annum,Flat / Apartment,2.0,3.0,3.0,"Shell Cooperative Estate Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers",930.0,,,,"Newly built standard 2 bedroom flat with federal light. Screeded walls. Big parlour,spacious kitchen with quality cabinets.water heater, king-size master large rooms
Location.. Shell Cooperative estate Eneka link Road
Rent... 3.5m
For more details and inspection call Eduphil.. 0803 874 3912"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3087679-exotic-1-bedroom-flat-with-federal-light-upstairs,Exotic 1 Bedroom Flat With Federal Light  Upstairs,1500000.0,,Flat / Apartment,1.0,1.0,2.0,"Shell Cooperative Estate Eneka Link Road Off G U Akeh Road Eliozu, Eneka, Port Harcourt, Rivers",468.0,,,,"Exotic 1 bedroom flat in a gated estate with federal light.
Screeded walls
Pop ceiling
Qaulity wardrobe
Kitchen Cabinets
Smoke extractor
Location.. Shell Cooperative estate Eneka link Road
Rent.. 1.5m
For more details and inspection call Eduphil.. 0803 874 3912"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/shops/rivers/port-harcourt/eliozu/3049116-well-located-double-shop,Well Located Double Shop,3000000.0,per annum,Shop,,1.0,1.0,"Shell Cooperative, Eneka Link Road, Eliozu, Port Harcourt, Rivers",700.0,,,,
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/eliozu/3063598-large-space-with-2-toilets-suitable-for-church-office-business,"Large Space With 2 Toilets Suitable For Church, Office & Business",8000000.0,per annum,Office Space,,,2.0,"Gu Ake Road, Eliozu, Port Harcourt, Rivers",200.0,,,,"Large Space With 2 Toilets Suitable For Church, Seminar Hall, Office & Business Space With High Visibility, Huge Vehicle Traffic, Easy Accessibility, Adequate Parking Space, Constant Power Supply & Smooth Access Road In A Safe & Secure Environment Directly On The Major Road Along GU Ake Road Eliozu In Portharcourt
𝗠𝗿 𝗞𝗲𝘀𝗶𝗲𝗻𝗮
+𝟮𝟯𝟰𝟴𝟬𝟲𝟯𝟭𝟬𝟱𝟵𝟯𝟲
+𝟮𝟯𝟰𝟴𝟬𝟳𝟵𝟬𝟰𝟮𝟮𝟬𝟵
+𝟮𝟯𝟰𝟴𝟭𝟭𝟲𝟳𝟵𝟲𝟰𝟰𝟬"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/houses/rivers/port-harcourt/ozuoba/3037406-semi-furnished-smart-2-bedrooms-duplex,Semi Furnished Smart 2 Bedrooms Duplex,6000000.0,,House,2.0,3.0,3.0,"Majesty Estate, Nta Road Mgbuoba, Ozuoba, Port Harcourt, Rivers",542.0,,,,"Semi-Furnished Smart 2 Bedroom Duplexes
Location: Majesty Estate NTA PortHarcourt
Rent.. : 6m
Features:
All rooms ensuite
Conduit/ Suspended WC
German tile in the compound
Expeller
Car port
Refrigerator
Standing unit AC in the Parlour
Split unit in all the rooms
Microwave wave
Oven
Central Gas System
Gas cooker
Hot plate
Smart door lock
Constant power supply
Pop ceiling
Outdoor lights
Chandeliers
️ contact  Eduphil for inspection .. 0803 874 3912"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/2922385-office-space-on-the-first-floor-on-a-major-road,Office Space On The First Floor On A Major Road,2500000.0,per annum,Office Space,,,,"Stadium Road, Port Harcourt, Rivers",,,,,"𝘖𝘧𝘧𝘪𝘤𝘦 & 𝘉𝘶𝘴𝘪𝘯𝘦𝘴𝘴 𝘚𝘱𝘢𝘤𝘦 𝘖𝘯 𝘛𝘩𝘦 𝘍𝘪𝘳𝘴𝘵 𝘍𝘭𝘰𝘰𝘳 𝘚𝘪𝘵𝘵𝘪𝘯𝘨 𝘋𝘪𝘳𝘦𝘤𝘵𝘭𝘺 𝘖𝘯 𝘛𝘩𝘦 𝘔𝘢𝘫𝘰𝘳 𝘙𝘰𝘢𝘥 𝘈𝘭𝘰𝘯𝘨 𝘚𝘵𝘢𝘥𝘪𝘶𝘮 𝘙𝘰𝘢𝘥 𝘐𝘯 𝘗𝘰𝘳𝘵𝘩𝘢𝘳𝘤𝘰𝘶𝘳𝘵
𝙆𝙚𝙮 𝙁𝙚𝙖𝙩𝙪𝙧𝙚𝙨
- 𝘏𝘪𝘨𝘩 𝘝𝘪𝘴𝘪𝘣𝘪𝘭𝘪𝘵𝘺
- 𝘏𝘶𝘨𝘦 𝘝𝘦𝘩𝘪𝘤𝘭𝘦 𝘛𝘳𝘢𝘧𝘧𝘪𝘤
- 𝘌𝘢𝘴𝘺 𝘈𝘤𝘤𝘦𝘴𝘴𝘪𝘣𝘪𝘭𝘪𝘵𝘺
- 𝘈𝘥𝘦𝘲𝘶𝘢𝘵𝘦 𝘗𝘢𝘳𝘬𝘪𝘯𝘨 𝘚𝘱𝘢𝘤𝘦
- 𝘊𝘰𝘯𝘴𝘵𝘢𝘯𝘵 𝘗𝘰𝘸𝘦𝘳 𝘚𝘶𝘱𝘱𝘭𝘺
- 𝘚𝘮𝘰𝘰𝘵𝘩 𝘈𝘤𝘤𝘦𝘴𝘴 𝘙𝘰𝘢𝘥
- 𝘚𝘢𝘧𝘦 & 𝘚𝘦𝘤𝘶𝘳𝘦 𝘌𝘯𝘷𝘪𝘳𝘰𝘯𝘮𝘦𝘯𝘵
𝙍𝙚𝙣𝙩 - ₦2,500,000
𝘼𝙜𝙚𝙣𝙘𝙮 𝙁𝙚𝙚 - 10%
𝙇𝙚𝙜𝙖𝙡 𝙁𝙚𝙚 - 10%
𝘾𝙖𝙪𝙩𝙞𝙤𝙣 𝘿𝙚𝙥𝙤𝙨𝙞𝙩 - ₦100,000
𝗠𝗿 𝗞𝗲𝘀𝗶𝗲𝗻𝗮
+𝟮𝟯𝟰𝟴𝟬𝟲𝟯𝟭𝟬𝟱𝟵𝟯𝟲
+𝟮𝟯𝟰𝟴𝟬𝟳𝟵𝟬𝟰𝟮𝟮𝟬𝟵
+𝟮𝟯𝟰𝟴𝟭𝟭𝟲𝟳𝟵𝟲𝟰𝟰𝟬"
Nigeria Property Centre,https://nigeriapropertycentre.com/for-rent/commercial/shops/rivers/port-harcourt/3056482-well-located-and-spacious-shop,Well Located And Spacious Shop,400000.0,per annum,Shop,,,1.0,"Off Rumuola/ Physciatric Road, Port Harcourt, Rivers",400.0,,,,"TO LET  :  Well located and spacious shop in a busy neighborhood at Rumuola / Physciatric road  , Port- Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
-Tarred road
- Serene and busy neighborhood
- Convinience
- Ample  parking lots
- Adequate security & power supply
Rent: ₦400,000 per annum
For further inquiries/arrangements for inspection, please contact:
Stanley:08177766119 (Call/WhatsApp)
Edikan:08177766339 (Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com ."
